z,exact_sigmoid,poly_sigmoid
[ 0.82791494  1.48762423 -0.99585851],[0.69591387 0.81572141 0.26975647],[0.69669709 0.83871067 0.23615936]
[-0.90633474 -0.55811786  0.29393441],[0.28775045 0.36398306 0.57295907],[0.26109468 0.3557981  0.57218764]
[-0.1205723   1.01722222 -0.30497317],[0.46989339 0.73443117 0.4243422 ],[0.46963886 0.73878444 0.42236158]
[ 0.81965076  0.57813557 -1.20695874],[0.6941622  0.64063829 0.23023961],[0.69483528 0.63952028 0.17640908]
[-0.73769556 -0.08051658  0.3560904 ],[0.32350827 0.47988172 0.5880937 ],[0.30741319 0.47977361 0.58712059]
[ 1.1373125   0.64311146 -1.96835428],[0.75718587 0.65545647 0.12256576],[ 0.76492593  0.65457398 -0.05020485]
[ 0.06799142  0.55746029 -0.47998042],[0.51699131 0.6358647  0.38225675],[0.51692851 0.63470364 0.37654918]
[ 1.04605234  0.01443343 -1.46984516],[0.74001612 0.50360829 0.18696615],[0.7450997  0.50360523 0.10013204]
[ 1.61674281  1.09975235 -2.47441467],[0.83434543 0.7502137  0.07767138],[ 0.86497784  0.75679626 -0.21044459]
[-0.65004826 -0.35897508  0.05427708],[0.34297866 0.41120769 0.51356594],[0.33114949 0.40832328 0.51352508]
[ 1.78764185  1.03047837 -1.87226395],[0.85663792 0.73700863 0.13327998],[ 0.89897551  0.74169131 -0.02064657]
[-1.95967835 -0.47988155  1.21714254],[0.12350186 0.3822801  0.7715603 ],[-0.04752467  0.37657532  0.7820641 ]
[ 1.04940992  0.06037199 -1.44563895],[0.74066157 0.51508842 0.19067364],[0.74583356 0.51503833 0.10724218]
[-0.84815241 -0.79456514  0.36696619],[0.29982058 0.31118929 0.5907257 ],[0.27717146 0.29188871 0.58972158]
[ 0.78211622  0.68346435 -1.08833403],[0.68613603 0.66451146 0.25193212],[0.68635347 0.66385923 0.21014943]
[ 2.57354383  1.66113171 -2.70535923],[0.92913937 0.84038986 0.06265786],[ 1.04403904  0.87389255 -0.28612434]
[-0.75224339 -0.6875103   0.48800338],[0.32033267 0.33458715 0.61963597],[0.3034511  0.32103237 0.61842863]
[ 2.29616887  1.0726641  -2.87466579],[0.90855925 0.74510322 0.05342023],[ 0.99495635  0.7509069  -0.342622  ]
[-0.10244486  1.42760452 -0.4493865 ],[0.47441116 0.8065278  0.38950664],[0.47423136 0.82633031 0.38462415]
[-1.50161597 -0.71192859  0.89734184],[0.18218463 0.32917283 0.71040294],[0.09077325 0.31441522 0.71225712]
[-0.88076819  0.63148806  1.30571418],[0.29301862 0.6528268  0.7867951 ],[0.26817166 0.65189036 0.8008552 ]
[-0.38670138  0.91671529 -0.06076501],[0.40451163 0.71437235 0.48481342],[0.40108159 0.71657332 0.48475336]
[-1.2246935  -0.05458444  0.51786095],[0.22711154 0.48635728 0.62664745],[0.17132851 0.4863092  0.62544254]
[-0.61473623  0.36519966  0.08549174],[0.35097956 0.59029854 0.52135993],[0.34064743 0.58929935 0.5212633 ]
[-1.16446743 -0.75516167  0.56309976],[0.23785648 0.31969764 0.63716946],[0.18854338 0.30265554 0.63601872]
[-0.80424086 -0.74199217 -0.00896526],[0.30911909 0.32256867 0.4977587 ],[0.28923774 0.30624367 0.49775748]
[ 2.34824504  1.51183465 -2.17565076],[0.91279463 0.81933294 0.10195847],[ 1.00434744  0.843674   -0.11491453]
[-0.02059035  0.54407826 -0.10459978],[0.49485259 0.63276061 0.47387387],[0.49484605 0.63157925 0.47368594]
[ 1.70633673  0.63932677 -1.73470116],[0.84636054 0.65460126 0.14998724],[0.88291041 0.65370061 0.02118689]
[ 0.59413475  0.800745   -0.98340959],[0.64431329 0.69013382 0.27221577],[0.64323875 0.69056836 0.23964118]
[ 0.13760256  1.0455047  -0.29229168],[0.53434646 0.73991074 0.42744292],[0.53411662 0.74497997 0.42564556]
[ 0.41840834  0.62556516 -0.86736521],[0.60310232 0.6514832  0.29580284],[0.6019761  0.65052131 0.27187386]
[ 2.32829913  1.47051738 -2.74154728],[0.9111938  0.81313601 0.06056581],[ 1.00076013  0.83519302 -0.29812804]
[-0.22107444  0.60795037  0.07133089],[0.4449554  0.64747311 0.51782516],[0.44399828 0.64644354 0.5177564 ]
[ 0.12267685 -1.10679663 -0.7906636 ],[0.53063081 0.24846858 0.3120262 ],[0.53044347 0.20492586 0.29295687]
[-0.21847229  0.63244172 -0.44401765],[0.44559814 0.65304291 0.39078406],[0.44466598 0.65211069 0.38603831]
[-0.73329647  0.35196908  0.21030471],[0.32447176 0.58709499 0.55238325],[0.30861003 0.58613404 0.55191276]
[-0.76265997  0.90598394  0.24847244],[0.31806904 0.71217765 0.56180048],[0.30061026 0.71418388 0.56119203]
[-0.80895443 -0.59221709  0.03909041],[0.30811334 0.35612631 0.50977136],[0.28794528 0.34668491 0.50974968]
[ 0.21036114  0.11852552 -0.51689629],[0.55239721 0.52959674 0.37357827],[0.55192651 0.52942066 0.3667682 ]
[ 0.28490625  1.34945061 -0.60800685],[0.57074864 0.79403979 0.352514  ],[0.57000899 0.8100474  0.3424532 ]
[-1.05808361  0.14911857  0.77217027],[0.25767585 0.53721072 0.68399018],[0.21868598 0.5369461  0.68409886]
[-0.00211776  0.84947991 -0.71426775],[0.49947056 0.70045803 0.32865651],[0.49947049 0.70154574 0.31378039]
[0.29656897 1.04543798 1.03049288],[0.57360356 0.7398979  0.73701144],[0.57282295 0.74496539 0.74169449]
[ 1.09462557  0.99287492 -1.08467739],[0.74925175 0.7296554  0.25262189],[0.75568332 0.73343172 0.21118278]
[ 2.2368699   0.02076018 -2.3804412 ],[0.90351193 0.50518986 0.08467636],[ 0.98416367  0.50518358 -0.1801078 ]
[-0.32753193  0.01948828 -0.0021407 ],[0.41884126 0.50487192 0.49946482],[0.41650786 0.50486637 0.49946476]
[-1.21202979 -0.1360942   0.83667307],[0.2293421  0.46602887 0.69776406],[0.17495731 0.46569862 0.69866794]
[-0.1766258   0.14551032  0.63262651],[0.45595799 0.53631353 0.65308478],[0.4553756  0.53605998 0.65215338]
[-0.28501936  0.75692087 -0.1227521 ],[0.42922364 0.68068485 0.46935045],[0.42752662 0.68063628 0.46908595]
[-0.58087983 -0.11830786  0.03038762],[0.35873017 0.47045749 0.50759632],[0.34971872 0.47021308 0.50758305]
[ 1.83276872  0.63646593 -2.06144369],[0.86209123 0.65395414 0.11290116],[ 0.90780656  0.65304015 -0.07910417]
[ 1.13906017 -0.79470408 -1.51772185],[0.75750704 0.31115951 0.17979723],[0.76530317 0.29185066 0.08601734]
[-0.97287695 -0.59087825  0.33686816],[0.27430744 0.35643337 0.58342956],[0.24258342 0.34704338 0.58251484]
[-0.29374941 -0.1086216   0.11457406],[0.4270862  0.47287127 0.52861222],[0.42526832 0.47266762 0.52844661]
[ 0.9394645   0.09741748 -1.29867122],[0.71899148 0.52433513 0.21438873],[0.72162722 0.52421202 0.15003399]
[-1.50343202 -0.44363923  0.5885388 ],[0.18191421 0.39087416 0.64302981],[0.09023738 0.38613796 0.64193903]
[-1.1803016  -0.23979905  0.45975742],[0.23499797 0.44033587 0.61295663],[0.18402792 0.43918768 0.6117687 ]
[-0.85489073  1.18607137  0.27117919],[0.29840792 0.7660377  0.56738237],[0.27531475 0.77541636 0.56669173]
[-1.46285818 -0.82483109  0.92636731],[0.18803056 0.30473912 0.71633771],[0.10218614 0.28358703 0.71871948]
[-1.75568253 -0.61210888  0.80691572],[0.1473319  0.35157828 0.69145187],[0.01484305 0.34135262 0.69196223]
[ 1.46076253  0.48659406 -1.97249514],[0.81164927 0.61930375 0.12212114],[ 0.83318322  0.61809691 -0.05148484]
[ 2.80636515  1.11490049 -2.95056487],[0.94301882 0.75304159 0.04970982],[ 1.08345601  0.76008008 -0.36822871]
[ 0.56250229  0.42765545 -1.09227629],[0.63703132 0.60531367 0.25118988],[0.63587944 0.60417052 0.20903491]
[-1.86432678 -0.58900669  1.09742419],[0.13419953 0.3568628  0.74977717],[-0.01821741  0.3475444   0.75629095]
[-1.76222685 -0.5705093   0.99640314],[0.14651166 0.36111931 0.73035081],[0.01286164 0.35249046 0.7342085 ]
[-0.06303294  0.55285689 -0.55400623],[0.48424698 0.63479816 0.36493543],[0.48418217 0.63362946 0.3568946 ]
[ 0.07185696  1.14083129 -0.55183713],[0.51795651 0.75783223 0.36543829],[0.51788679 0.76568538 0.35747286]
[ 3.0149478   1.50196492 -2.9637092 ],[0.95324487 0.81786735 0.04909256],[ 1.1173883   0.84165275 -0.37268088]
[-0.15398042 -0.01515893  0.18717414],[0.46158077 0.49621034 0.5466574 ],[0.46114924 0.49620682 0.54626802]
[-1.3563998  -0.69957872  0.73142597],[0.20482605 0.33190564 0.67511811],[0.13330274 0.31776416 0.67483173]
[ 0.10827761  0.43765916 -0.51304446],[0.52704299 0.60770111 0.37448011],[0.52689354 0.60654161 0.36779067]
[ 2.31453339  0.64485562 -2.39424966],[0.91007356 0.65585025 0.08361224],[ 0.99827738  0.65497632 -0.18454889]
[-0.03729727 -0.47754108 -0.30638415],[0.49067676 0.38283293 0.42399757],[0.49065482 0.37719405 0.42199589]
[-0.31055836  0.75035673 -0.05011917],[0.42297845 0.67925642 0.48747283],[0.42091371 0.67914365 0.48743253]
[ 1.32377331 -0.21099691 -0.80538153],[0.7898088  0.4474456  0.30887554],[0.80465769 0.44658298 0.28892503]
[ 1.0349009   0.60869051 -1.16175561],[0.73786493 0.64764203 0.23834843],[0.74265993 0.64661507 0.18931596]
[ 0.16034528 -0.47265755 -0.38924376],[0.54000065 0.38398743 0.40389936],[0.53970066 0.37848454 0.4004164 ]
[ 0.05693129  0.59859387 -0.31163385],[0.51422898 0.64533454 0.42271598],[0.51418421 0.64427375 0.4206348 ]
[-0.30528565  0.72782596 -0.42662274],[0.42426587 0.67432801 0.39493308],[0.4222806  0.67401053 0.39061421]
[ 2.03612909  1.81563797 -2.37557408],[0.88453852 0.86004189 0.08505436],[ 0.94684495  0.90446137 -0.1785438 ]
[ 0.07511691  0.72395497 -0.56904733],[0.5187704  0.67347733 0.36145668],[0.51869459 0.67312708 0.35288094]
[ 0.17855368  0.95247908 -0.46013579],[0.5445202  0.72161347 0.38695361],[0.5441602  0.72451152 0.38179018]
[ 0.11990432  0.59924604 -0.57548307],[0.52994022 0.64548379 0.3599726 ],[0.52976042 0.64442507 0.35116152]
[ 1.89042404  1.13605829 -2.08695772],[0.86880387 0.7569552  0.11037094],[ 0.91900046  0.76465515 -0.08707032]
[-0.79078986 -0.59335178 -0.13741393],[0.3119991  0.35586617 0.46570047],[0.29292231 0.34638106 0.46536328]
[-0.9855681  -0.56847281  0.58029172],[0.27178835 0.36158929 0.64113453],[0.23903781 0.35303438 0.64002185]
[-1.50570335 -0.56852167  0.82469216],[0.18157643 0.36157801 0.69523145],[0.08956702 0.35302133 0.69597128]
[ 1.68447622  0.53510913 -1.57506689],[0.84349635 0.63067395 0.17149527],[0.87855715 0.62948216 0.06902074]
[ 3.30921314  0.15227988 -3.09754839],[0.96474353 0.53799657 0.04320849],[ 1.16303991  0.53772213 -0.41830919]
[ 0.8489031   0.90877445 -1.04768416],[0.70033699 0.71274931 0.25967005],[0.70141623 0.71480555 0.22161433]
[-0.9187313   0.08344651  0.42169188],[0.28521647 0.52084953 0.60388803],[0.25765617 0.52075718 0.60275561]
[ 1.63382036  1.18875462 -2.06677138],[0.83669232 0.76651825 0.11236866],[ 0.86841456  0.77599159 -0.080766  ]
[ 2.83178031  2.1948168  -1.63064085],[0.94436921 0.89978309 0.16374259],[1.08766038 0.97644589 0.05245494]
[-0.57641048 -0.21944297  0.12009725],[0.35975896 0.44535836 0.52998828],[0.35091364 0.44441693 0.52980796]
[ 1.83773421  1.31613055 -1.95138776],[0.86268052 0.78853721 0.12440212],[ 0.90877455  0.80304964 -0.04496565]
[-0.5044171   0.92850896 -0.06365597],[0.3765032  0.71677269 0.48409138],[0.37007918 0.71919531 0.48402523]
[-0.32340958 -1.05824744 -0.42683997],[0.41984503 0.25764451 0.39488117],[0.4175787  0.21863983 0.39055712]
[-0.16865658 -0.52706495 -0.23947237],[0.45793552 0.3712017  0.44041638],[0.45740918 0.3640668  0.4392717 ]
[-0.31244099  0.10576871 -0.00868182],[0.42251903 0.52641755 0.49782956],[0.42042546 0.52627437 0.49782842]
[-0.87475618  0.06966668  0.28101625],[0.2942656  0.51740963 0.56979535],[0.26983298 0.51734387 0.56906951]
[ 2.50828601  0.4876262  -2.82295355],[0.92472066 0.61954707 0.05609634],[ 1.03269902  0.61833986 -0.32527439]
[-0.55899324 -0.13312482  0.02329818],[0.36378044 0.46676786 0.50582428],[0.35556459 0.46645296 0.5058164 ]
[-0.52394688 -0.27857137  0.0653519 ],[0.37192978 0.43080406 0.51633216],[0.36489547 0.42919313 0.51627391]
[ 1.59277978  1.86539728 -1.79091832],[0.83100684 0.86592481 0.14296017],[0.86014073 0.91415372 0.00415959]
[-1.83836754 -0.47722713  0.79456689],[0.13724448 0.38290711 0.68881109],[-0.01028581  0.37727703  0.68917168]
[-0.66458565  0.06862765  0.28136516],[0.33971026 0.51715018 0.56988088],[0.32722848 0.51708627 0.5691538 ]
[ 1.7719372   0.02597977 -2.12252959],[0.85469842 0.50649458 0.10692627],[ 0.89588788  0.50648482 -0.09820938]
[ 1.04476868  1.08624914 -1.29258575],[0.73976908 0.74767475 0.21541547],[0.74481905 0.75386323 0.15179189]
[ 1.50214941  0.85643523 -1.28112056],[0.81789483 0.70191533 0.21735954],[0.84169056 0.70310659 0.15510081]
[-0.81803918 -0.80332806  0.16977461],[0.30618005 0.30931407 0.542342  ],[0.28545238 0.28948795 0.5420113 ]
[ 3.41415562  0.18429334 -3.39499776],[0.96814402 0.54594337 0.03245216],[ 1.17869203  0.54556388 -0.52163959]
[ 2.20614217  0.93640162 -2.79872628],[0.90079973 0.71837223 0.05739304],[ 0.97852959  0.72094769 -0.3171746 ]
[-1.48957567 -0.76361007  0.63446442],[0.18398543 0.31786299 0.65350106],[0.09432355 0.30035098 0.65257793]
[ 1.11176452  1.26762416 -0.94530601],[0.75245793 0.78033577 0.2798298 ],[0.75940083 0.79280298 0.25026945]
[ 0.77059616  1.43437959 -1.08281053],[0.68364984 0.80758279 0.25297452],[0.68374176 0.82773323 0.21171019]
[-1.74806306 -0.68102958  1.06721884],[0.14829167 0.33603155 0.74406766],[0.01714837 0.32278558 0.74972037]
[ 3.85752005  2.45132795 -3.60237541],[0.97931653 0.92065851 0.02653556],[ 1.2411731   1.02269686 -0.59525048]
[ 0.4139343   0.35132848 -0.45408152],[0.60203087 0.5869397  0.38839079],[0.60091345 0.58598065 0.38338677]
[-1.17858535 -0.42815322  0.6383554 ],[0.23530665 0.39456741 0.6543816 ],[0.18451771 0.39021197 0.65347639]
[ 2.6132914   1.04102861 -2.84990895],[0.93171211 0.73904843 0.05468602],[ 1.05088347  0.74400104 -0.33430695]
[-0.84160867 -0.54266554  0.35675271],[0.30119609 0.36756773 0.58825413],[0.27897325 0.35991633 0.58727909]
[ 0.96961799 -0.11968271 -1.47781718],[0.72504335 0.47011499 0.18575735],[0.72830211 0.46986446 0.09778655]
[-1.18291392 -0.81636886  0.61485058],[0.23452867 0.30653499 0.64904649],[0.18328224 0.28591091 0.64804203]
[-1.06565543 -0.63797635  0.4774271 ],[0.25623018 0.34570413 0.61714014],[0.21655182 0.33440071 0.61593773]
[-1.63368632 -0.42975591  0.69997239],[0.163326   0.39418462 0.66818165],[0.05154446 0.38979067 0.66764368]
[-0.74618597 -0.67374904  1.2669864 ],[0.32165293 0.33765788 0.78022643],[0.30510161 0.32475367 0.79266778]
[ 1.98875379  2.24870209 -2.12314036],[0.87961123 0.90453852 0.10686796],[ 0.93786132  0.98632561 -0.09840096]
[ 2.3861915   0.18392676 -2.50477088],[0.91576826 0.5458525  0.0755244 ],[ 1.01113923  0.54547425 -0.22030088]
[ 3.06634099  1.07676089 -3.24516674],[0.95548279 0.74588052 0.03750095],[ 1.12554854  0.75179901 -0.46925829]
[0.19538246 0.53498508 0.23410328],[0.54869082 0.63064505 0.55825999],[0.548273   0.62945313 0.55770376]
[-1.21465025 -0.90467291  0.54562926],[0.22887928 0.28809116 0.63312095],[0.17420681 0.26155528 0.63194165]
[ 0.13996516  0.49523543 -0.8183891 ],[0.53493428 0.62133899 0.30610572],[0.53469744 0.62012999 0.28535631]
[-1.15189001 -0.27049807  0.52806992],[0.24014403 0.43278482 0.62903284],[0.19212474 0.43127795 0.62783461]
[ 0.84284648  1.18922209 -1.26697559],[0.69906438 0.76660191 0.21977542],[0.70005577 0.77609178 0.1591777 ]
[ 2.54483634  0.51366222 -2.75279201],[0.92722585 0.62566459 0.05992916],[ 1.03906621  0.62445782 -0.30186596]
[-0.6331138   0.32257561  0.35971311],[0.34680483 0.57995182 0.58897098],[0.33570905 0.57908308 0.58798737]
[ 1.83118813  1.35532454 -0.03468502],[0.86190321 0.79499876 0.49132961],[0.90749828 0.81127757 0.4913107 ]
[-0.48678013  0.83384838  0.15351004],[0.38065238 0.69716803 0.53830232],[0.37475064 0.69803255 0.53802403]
[-1.18370307 -0.6156572   0.38293898],[0.23438703 0.3507698  0.59458175],[0.18305694 0.34040019 0.59353511]
[-1.95153786 -0.86845399  1.04830096],[0.12438577 0.2955761  0.7404485 ],[-0.04501196  0.27157332  0.74559122]
[-0.04728442  0.57392859 -0.32058095],[0.4881811  0.63966918 0.42053417],[0.48814536 0.63854124 0.41831318]
[-0.77405192  0.40589334  0.17602509],[0.31560325 0.60010277 0.543893  ],[0.29749967 0.59900209 0.5435415 ]
[ 1.47500371  0.53156811 -1.89131698],[0.81381673 0.62984877 0.13109438],[ 0.83611639  0.62865356 -0.02648544]
[ 4.24180954  2.73311486 -3.36694659],[0.98582235 0.93895263 0.03334459],[ 1.29055816  1.07122996 -0.51178159]
[-0.00565415  1.20548939 -0.38443453],[0.49858647 0.76949988 0.40505779],[0.49858598 0.77957428 0.40167452]
[-1.13686671  0.28744334  0.64322847],[0.2428961  0.57137011 0.6554829 ],[0.19639633 0.57062148 0.65460098]
[ 0.92709012  0.99619229 -1.36601998],[0.71648456 0.73030928 0.20326364],[0.71888009 0.73416209 0.13050485]
[ 1.10752808  0.60333612 -1.69189671],[0.75166798 0.64641919 0.15552657],[0.75848274 0.64537381 0.0340881 ]
[-1.29269038 -0.43278703  0.34837375],[0.21539778 0.39346101 0.58622316],[0.15176168 0.38899367 0.58527297]
[ 0.22382328  0.33796486 -0.51541099],[0.55572338 0.58369608 0.37392592],[0.55520437 0.58277791 0.36716253]
[ 0.97369558 -0.40197599 -1.42611606],[0.72585549 0.40083768 0.19370457],[0.72920265 0.39708223 0.11296388]
[-0.86748702 -0.04742071  0.29253533],[0.29577747 0.48814704 0.57261671],[0.27184024 0.48811109 0.57185018]
[-0.9387483  -0.46448817  0.09645848],[0.28115325 0.38592165 0.52409594],[0.2520942  0.38064172 0.52397506]
[-1.93424266 -0.1062163   0.99442667],[0.12628172 0.47347086 0.72996139],[-0.03968009  0.4732767   0.7337734 ]
[0.21143634 0.59986482 0.60282176],[0.55266304 0.64562538 0.64630162],[0.55218851 0.64456864 0.64525453]
[-0.95834151 -0.06675186  0.15333849],[0.27721037 0.48331823 0.53825969],[0.24663834 0.4832452  0.53798193]
[ 0.44206721 -0.79642953 -0.98983735],[0.6087515  0.3107898  0.27094421],[0.60758545 0.29137812 0.23784399]
[ 0.10706528 -0.12919895 -0.56348364],[0.52674078 0.46774512 0.3627418 ],[0.52659437 0.46744988 0.35436638]
[-1.07654021 -0.25026192  0.9817906 ],[0.25416131 0.43775903 0.72746337],[0.21348086 0.43649505 0.73098896]
[-0.7223414  -0.59722535  0.19803376],[0.3268776  0.35497875 0.54934727],[0.31158799 0.34534349 0.54892018]
[ 2.71590024  0.18418981 -2.52997572],[0.93795839 0.54591771 0.07378331],[ 1.06833335  0.54553857 -0.22850559]
[ 2.13048894  1.0678953  -2.15973239],[0.89383142 0.74419645 0.10342526],[ 0.96453749  0.74986782 -0.10989976]
[-0.25225939 -0.42040768 -0.11341876],[0.43726746 0.3964192  0.47167567],[0.43598063 0.39224694 0.47145235]
[-0.3319622   0.19172665  1.42655052],[0.41776327 0.54778537 0.80636328],[0.41535647 0.54738028 0.82611193]
[-0.96650483 -0.71966253  0.19197464],[0.27557771 0.3274673  0.5478468 ],[0.24436182 0.31231566 0.54744085]
[ 0.75915874  1.51043248 -1.02187326],[0.68117106 0.81912529 0.26466267],[0.68114486 0.84338703 0.22886831]
[-0.73849664 -0.71729079  0.24267543],[0.32333298 0.32798985 0.56037286],[0.30719518 0.31295971 0.55978549]
[ 2.44341943  0.5017653  -2.68640666],[0.92007889 0.62287409 0.06378025],[ 1.02130038  0.6216648  -0.27985338]
[-1.71860019 -0.29735465  1.03771898],[0.15205156 0.42620429 0.73840964],[0.02604615 0.42433504 0.74327683]
[ 0.18782617  0.91779152 -0.51477079],[0.54681898 0.7145919  0.37407581],[0.54642736 0.71681276 0.36733247]
[ 2.83958903  0.20922099 -2.58347789],[0.94477802 0.55211528 0.07020935],[ 1.08894827  0.55164865 -0.24598484]
[ 0.88556555  1.01160877 -1.15532676],[0.70797421 0.73333487 0.23951747],[0.70962799 0.73755191 0.19114661]
[-1.04833919 -0.20072528  0.40134625],[0.25954415 0.44998649 0.59901107],[0.22142998 0.44921432 0.59792038]
[ 0.6145652   0.70394964 -0.97477385],[0.64898148 0.66906288 0.27393   ],[0.64797594 0.66855423 0.24205378]
[ 1.89671907  1.18460729 -1.99777385],[0.86951974 0.7657752  0.11943685],[ 0.92021662  0.77510241 -0.05930997]
[-0.71265672 -0.66459587  0.06720905],[0.32901207 0.33970797 0.51679594],[0.31421763 0.32722572 0.51673451]
[ 0.34860679 -0.46623943 -0.72654347],[0.58627969 0.3855067  0.3259537 ],[0.5853288  0.38017945 0.31044615]
[ 1.89407228  1.84688024 -1.34977514],[0.86921915 0.86376039 0.20590714],[0.91970542 0.91055556 0.13522782]
[-0.92387928 -0.58010955  0.34104802],[0.28416812 0.35890739 0.58444508],[0.25622689 0.34992471 0.5835173 ]
[-1.55849641 -0.90424987  0.58688347],[0.17386251 0.28817793 0.64264975],[0.07394223 0.26167251 0.64155438]
[-0.58014944 -0.57856759  0.05571177],[0.35889821 0.35926226 0.51392434],[0.34991404 0.350337   0.51388139]
[-0.85541614 -0.27155962  0.39991939],[0.29829793 0.43252425 0.59866829],[0.27516991 0.43100393 0.59758081]
[-1.10781966 -0.79842133  0.35296713],[0.24827759 0.31036331 0.58733692],[0.20463612 0.29083252 0.586373  ]
[-1.02972873 -0.82906365  0.07069944],[0.2631367  0.30384309 0.5176675 ],[0.2266627  0.28242389 0.51759988]
[-0.40077008  0.13878188  0.52337622],[0.40112733 0.53463989 0.6279369 ],[0.39739823 0.53440656 0.62673522]
[ 0.72630031 -0.45507846 -1.15918842],[0.67399288 0.388154   0.23881479],[0.6736624  0.38312394 0.19004713]
